screen	kind	x	y	w	h	font	color	fill	just	thick	state	text
SERIAL DECODE - 32K CAPTURE	text	460	102	0	0	1	16777215	-1	0	1	enable	ectetur adipisci
SERIAL DECODE - 32K CAPTURE	text	8	120	0	0	1	8421504	-1	0	1	enable	0048
SERIAL DECODE - 32K CAPTURE	text	64	120	0	0	1	16777215	-1	0	1	enable	6E 67 20 65 6C 69 74 2C
SERIAL DECODE - 32K CAPTURE	text	260	120	0	0	1	16777215	-1	0	1	enable	20 73 65 64 20 64 6F 20
SERIAL DECODE - 32K CAPTURE	text	460	120	0	0	1	16777215	-1	0	1	enable	ng elit, sed do 
SERIAL DECODE - 32K CAPTURE	text	8	138	0	0	1	8421504	-1	0	1	enable	0064
SERIAL DECODE - 32K CAPTURE	text	64	138	0	0	1	16777215	-1	0	1	enable	65 69 75 73 6D 6F 64 20
SERIAL DECODE - 32K CAPTURE	text	260	138	0	0	1	16777215	-1	0	1	enable	74 65 6D 70 6F 72 20 69
SERIAL DECODE - 32K CAPTURE	text	460	138	0	0	1	16777215	-1	0	1	enable	eiusmod tempor i
SERIAL DECODE - 32K CAPTURE	text	8	156	0	0	1	8421504	-1	0	1	enable	0080
SERIAL DECODE - 32K CAPTURE	text	64	156	0	0	1	16777215	-1	0	1	enable	6E 63 69 64 69 64 75 6E
SERIAL DECODE - 32K CAPTURE	text	260	156	0	0	1	16777215	-1	0	1	enable	74 20 75 74 20 6C 61 62
SERIAL DECODE - 32K CAPTURE	text	460	156	0	0	1	16777215	-1	0	1	enable	ncididunt ut lab
SERIAL DECODE - 32K CAPTURE	text	8	174	0	0	1	8421504	-1	0	1	enable	0096
SERIAL DECODE - 32K CAPTURE	text	64	174	0	0	1	16777215	-1	0	1	enable	6F 72 65 20 65 74 20 64
SERIAL DECODE - 32K CAPTURE	text	260	174	0	0	1	16777215	-1	0	1	enable	6F 6C 6F 72 65 20 6D 61
SERIAL DECODE - 32K CAPTURE	text	460	174	0	0	1	16777215	-1	0	1	enable	ore et dolore ma
SERIAL DECODE - 32K CAPTURE	text	8	192	0	0	1	8421504	-1	0	1	enable	0112
SERIAL DECODE - 32K CAPTURE	text	64	192	0	0	1	16777215	-1	0	1	enable	67 6E 61 20 61 6C 69 71
SERIAL DECODE - 32K CAPTURE	text	260	192	0	0	1	16777215	-1	0	1	enable	75 61 2E 20 55 74 20 65
SERIAL DECODE - 32K CAPTURE	text	460	192	0	0	1	16777215	-1	0	1	enable	gna aliqua. Ut e
SERIAL DECODE - 32K CAPTURE	text	8	210	0	0	1	8421504	-1	0	1	enable	0128
SERIAL DECODE - 32K CAPTURE	text	64	210	0	0	1	16777215	-1	0	1	enable	6E 69 6D 20 61 64 20 6D
SERIAL DECODE - 32K CAPTURE	text	260	210	0	0	1	16777215	-1	0	1	enable	69 6E 69 6D 20 76 65 6E
SERIAL DECODE - 32K CAPTURE	text	460	210	0	0	1	16777215	-1	0	1	enable	nim ad minim ven
SERIAL DECODE - 32K CAPTURE	text	8	228	0	0	1	8421504	-1	0	1	enable	0144
SERIAL DECODE - 32K CAPTURE	text	64	228	0	0	1	16777215	-1	0	1	enable	69 61 6D 2C 20 71 75 69
SERIAL DECODE - 32K CAPTURE	text	260	228	0	0	1	16777215	-1	0	1	enable	73 20 6E 6F 73 74 72 75
SERIAL DECODE - 32K CAPTURE	text	460	228	0	0	1	16777215	-1	0	1	enable	iam, quis nostru
SERIAL DECODE - 32K CAPTURE	text	8	246	0	0	1	8421504	-1	0	1	enable	0160
SERIAL DECODE - 32K CAPTURE	text	64	246	0	0	1	16777215	-1	0	1	enable	64 20 65 78 65 72 63 69
SERIAL DECODE - 32K CAPTURE	text	260	246	0	0	1	16777215	-1	0	1	enable	74 61 74 69 6F 6E 20 75
SERIAL DECODE - 32K CAPTURE	text	460	246	0	0	1	16777215	-1	0	1	enable	d exercitation u
SERIAL DECODE - 32K CAPTURE	text	8	264	0	0	1	8421504	-1	0	1	enable	0176
SERIAL DECODE - 32K CAPTURE	text	64	264	0	0	1	16777215	-1	0	1	enable	6C 6C 61 6D 63 6F 20 6C
SERIAL DECODE - 32K CAPTURE	text	260	264	0	0	1	16777215	-1	0	1	enable	61 62 6F 72 69 73 20 6E
SERIAL DECODE - 32K CAPTURE	text	460	264	0	0	1	16777215	-1	0	1	enable	llamco laboris n
SERIAL DECODE - 32K CAPTURE	text	8	282	0	0	1	8421504	-1	0	1	enable	0192
SERIAL DECODE - 32K CAPTURE	text	64	282	0	0	1	16777215	-1	0	1	enable	69 73 69 20 75 74 20 61
SERIAL DECODE - 32K CAPTURE	text	260	282	0	0	1	16777215	-1	0	1	enable	6C 69 71 75 69 70 20 65
SERIAL DECODE - 32K CAPTURE	text	460	282	0	0	1	16777215	-1	0	1	enable	isi ut aliquip e
SERIAL DECODE - 32K CAPTURE	text	8	300	0	0	1	8421504	-1	0	1	enable	0208
SERIAL DECODE - 32K CAPTURE	text	64	300	0	0	1	16777215	-1	0	1	enable	78 20 65 61 20 63 6F 6D
SERIAL DECODE - 32K CAPTURE	text	260	300	0	0	1	16777215	-1	0	1	enable	6D 6F 64 6F 20 64 6F 2E
SERIAL DECODE - 32K CAPTURE	text	460	300	0	0	1	16777215	-1	0	1	enable	x ea commodo do.
SERIAL DECODE - 32K CAPTURE	text	8	318	0	0	1	8421504	-1	0	1	enable	0224
SERIAL DECODE - 32K CAPTURE	text	64	318	0	0	1	16777215	-1	0	1	enable	20 44 75 69 73 20 61 75
SERIAL DECODE - 32K CAPTURE	text	260	318	0	0	1	16777215	-1	0	1	enable	74 65 20 69 72 75 72 65
SERIAL DECODE - 32K CAPTURE	text	460	318	0	0	1	16777215	-1	0	1	enable	 Duis aute irure
SERIAL DECODE - 32K CAPTURE	text	8	342	0	0	1	11579568	-1	0	1	enable	32 kB  296 bytes  0 err  2 win  -> bytes000.txt  [done]
SERIAL DECODE - 32K CAPTURE	text	468	342	0	0	1	11579568	-1	0	1	enable	log: on first capture
SERIAL DECODE - 32K CAPTURE	text	665	342	0	0	1	11579568	-1	0	1	enable	
SERIAL DECODE - 32K CAPTURE	button	729	58	56	0	1	16777215	-1	0	1	enable	Up
SERIAL DECODE - 32K CAPTURE	button	729	262	56	0	1	16777215	-1	0	1	enable	Dn
SERIAL DECODE - 32K CAPTURE	text	684	48	0	0	1	11053224	-1	0	1	enable	page
SERIAL DECODE - 32K CAPTURE	text	744	48	0	0	1	16777215	-1	2	1	enable	1
SERIAL DECODE - 32K CAPTURE	text	750	48	0	0	1	11053224	-1	0	1	enable	of
SERIAL DECODE - 32K CAPTURE	text	788	48	0	0	1	16777215	-1	2	1	enable	2
SERIAL DECODE - 32K CAPTURE	button	8	362	120	0	1	16777215	-1	0	1	enable	Capture
SERIAL DECODE - 32K CAPTURE	button	152	362	90	0	1	16777215	-1	0	1	enable	View
SERIAL DECODE - 32K CAPTURE	button	266	362	100	0	1	16777215	-1	0	1	enable	Mode
SERIAL DECODE - 32K CAPTURE	button	390	362	112	0	1	16777215	-1	0	1	enable	NewLog
SERIAL DECODE - 32K CAPTURE	button	526	362	112	0	1	16777215	-1	0	1	enable	Save
SERIAL DECODE - 32K CAPTURE	button	662	362	112	0	1	16777215	-1	0	1	enable	Options
