screen	kind	x	y	w	h	font	color	fill	just	thick	state	text
SERIAL DECODE - 240B FRAME	text	260	84	0	0	1	16777215	-1	0	1	enable	
SERIAL DECODE - 240B FRAME	text	460	84	0	0	1	16777215	-1	0	1	enable	
SERIAL DECODE - 240B FRAME	text	8	102	0	0	1	8421504	-1	0	1	enable	
SERIAL DECODE - 240B FRAME	text	64	102	0	0	1	16777215	-1	0	1	enable	
SERIAL DECODE - 240B FRAME	text	260	102	0	0	1	16777215	-1	0	1	enable	
SERIAL DECODE - 240B FRAME	text	460	102	0	0	1	16777215	-1	0	1	enable	
SERIAL DECODE - 240B FRAME	text	8	120	0	0	1	8421504	-1	0	1	enable	
SERIAL DECODE - 240B FRAME	text	64	120	0	0	1	16777215	-1	0	1	enable	
SERIAL DECODE - 240B FRAME	text	260	120	0	0	1	16777215	-1	0	1	enable	
SERIAL DECODE - 240B FRAME	text	460	120	0	0	1	16777215	-1	0	1	enable	
SERIAL DECODE - 240B FRAME	text	8	138	0	0	1	8421504	-1	0	1	enable	
SERIAL DECODE - 240B FRAME	text	64	138	0	0	1	16777215	-1	0	1	enable	
SERIAL DECODE - 240B FRAME	text	260	138	0	0	1	16777215	-1	0	1	enable	
SERIAL DECODE - 240B FRAME	text	460	138	0	0	1	16777215	-1	0	1	enable	
SERIAL DECODE - 240B FRAME	text	8	156	0	0	1	8421504	-1	0	1	enable	
SERIAL DECODE - 240B FRAME	text	64	156	0	0	1	16777215	-1	0	1	enable	
SERIAL DECODE - 240B FRAME	text	260	156	0	0	1	16777215	-1	0	1	enable	
SERIAL DECODE - 240B FRAME	text	460	156	0	0	1	16777215	-1	0	1	enable	
SERIAL DECODE - 240B FRAME	text	8	174	0	0	1	8421504	-1	0	1	enable	
SERIAL DECODE - 240B FRAME	text	64	174	0	0	1	16777215	-1	0	1	enable	
SERIAL DECODE - 240B FRAME	text	260	174	0	0	1	16777215	-1	0	1	enable	
SERIAL DECODE - 240B FRAME	text	460	174	0	0	1	16777215	-1	0	1	enable	
SERIAL DECODE - 240B FRAME	text	8	192	0	0	1	8421504	-1	0	1	enable	
SERIAL DECODE - 240B FRAME	text	64	192	0	0	1	16777215	-1	0	1	enable	
SERIAL DECODE - 240B FRAME	text	260	192	0	0	1	16777215	-1	0	1	enable	
SERIAL DECODE - 240B FRAME	text	460	192	0	0	1	16777215	-1	0	1	enable	
SERIAL DECODE - 240B FRAME	text	8	210	0	0	1	8421504	-1	0	1	enable	
SERIAL DECODE - 240B FRAME	text	64	210	0	0	1	16777215	-1	0	1	enable	
SERIAL DECODE - 240B FRAME	text	260	210	0	0	1	16777215	-1	0	1	enable	
SERIAL DECODE - 240B FRAME	text	460	210	0	0	1	16777215	-1	0	1	enable	
SERIAL DECODE - 240B FRAME	text	8	228	0	0	1	8421504	-1	0	1	enable	
SERIAL DECODE - 240B FRAME	text	64	228	0	0	1	16777215	-1	0	1	enable	
SERIAL DECODE - 240B FRAME	text	260	228	0	0	1	16777215	-1	0	1	enable	
SERIAL DECODE - 240B FRAME	text	460	228	0	0	1	16777215	-1	0	1	enable	
SERIAL DECODE - 240B FRAME	text	8	246	0	0	1	8421504	-1	0	1	enable	
SERIAL DECODE - 240B FRAME	text	64	246	0	0	1	16777215	-1	0	1	enable	
SERIAL DECODE - 240B FRAME	text	260	246	0	0	1	16777215	-1	0	1	enable	
SERIAL DECODE - 240B FRAME	text	460	246	0	0	1	16777215	-1	0	1	enable	
SERIAL DECODE - 240B FRAME	text	8	264	0	0	1	8421504	-1	0	1	enable	
SERIAL DECODE - 240B FRAME	text	64	264	0	0	1	16777215	-1	0	1	enable	
SERIAL DECODE - 240B FRAME	text	260	264	0	0	1	16777215	-1	0	1	enable	
SERIAL DECODE - 240B FRAME	text	460	264	0	0	1	16777215	-1	0	1	enable	
SERIAL DECODE - 240B FRAME	text	8	282	0	0	1	8421504	-1	0	1	enable	
SERIAL DECODE - 240B FRAME	text	64	282	0	0	1	16777215	-1	0	1	enable	
SERIAL DECODE - 240B FRAME	text	260	282	0	0	1	16777215	-1	0	1	enable	
SERIAL DECODE - 240B FRAME	text	460	282	0	0	1	16777215	-1	0	1	enable	
SERIAL DECODE - 240B FRAME	text	8	300	0	0	1	8421504	-1	0	1	enable	
SERIAL DECODE - 240B FRAME	text	64	300	0	0	1	16777215	-1	0	1	enable	
SERIAL DECODE - 240B FRAME	text	260	300	0	0	1	16777215	-1	0	1	enable	
SERIAL DECODE - 240B FRAME	text	460	300	0	0	1	16777215	-1	0	1	enable	
SERIAL DECODE - 240B FRAME	text	8	318	0	0	1	8421504	-1	0	1	enable	
SERIAL DECODE - 240B FRAME	text	64	318	0	0	1	16777215	-1	0	1	enable	
SERIAL DECODE - 240B FRAME	text	260	318	0	0	1	16777215	-1	0	1	enable	
SERIAL DECODE - 240B FRAME	text	460	318	0	0	1	16777215	-1	0	1	enable	
SERIAL DECODE - 240B FRAME	text	8	342	0	0	1	11579568	-1	0	1	enable	32 kB  ready -- 32768 bytes to a file, no stop once started
SERIAL DECODE - 240B FRAME	text	468	342	0	0	1	11579568	-1	0	1	enable	log: bytes000  1840 B
SERIAL DECODE - 240B FRAME	text	665	342	0	0	1	16760832	-1	0	1	enable	EXT TRIG OUT
SERIAL DECODE - 240B FRAME	text	684	48	0	0	1	11053224	-1	0	1	enable	
SERIAL DECODE - 240B FRAME	text	744	48	0	0	1	16777215	-1	2	1	enable	
SERIAL DECODE - 240B FRAME	text	750	48	0	0	1	11053224	-1	0	1	enable	
SERIAL DECODE - 240B FRAME	text	788	48	0	0	1	16777215	-1	2	1	enable	
SERIAL DECODE - 240B FRAME	button	8	362	120	0	1	16777215	-1	0	1	enable	Capture
SERIAL DECODE - 240B FRAME	button	152	362	90	0	1	16777215	-1	0	1	enable	View
SERIAL DECODE - 240B FRAME	button	266	362	100	0	1	16777215	-1	0	1	enable	Mode
SERIAL DECODE - 240B FRAME	button	390	362	112	0	1	16777215	-1	0	1	enable	NewLog
SERIAL DECODE - 240B FRAME	button	526	362	112	0	1	16777215	-1	0	1	enable	Save
SERIAL DECODE - 240B FRAME	button	662	362	112	0	1	16777215	-1	0	1	enable	Options
SERIAL DECODE OPTIONS	editopt	270	6	0	0	1	16777215	-1	0	1	enable	Protocol	sets the wire parameters	UART
SERIAL DECODE OPTIONS	editnum	270	56	0	0	1	16777215	-1	0	1	enable	Baud Rate	0 = auto-detect	9600 Bd
SERIAL DECODE OPTIONS	editopt	270	106	0	0	1	16777215	-1	0	1	enable	Data Bits	auto, or fix it	8
SERIAL DECODE OPTIONS	editopt	270	156	0	0	1	16777215	-1	0	1	enable	Parity	auto or fixed	None
SERIAL DECODE OPTIONS	editopt	270	206	0	0	1	16777215	-1	0	1	enable	Polarity	idle level	Idle high
SERIAL DECODE OPTIONS	editopt	270	256	0	0	1	16777215	-1	0	1	enable	Trigger	capture start	Free run
SERIAL DECODE OPTIONS	editopt	270	306	0	0	1	16777215	-1	0	1	enable	Rear BNC	trig in / flow-control out	Off
SERIAL DECODE OPTIONS	button	22	360	200	0	1	16777215	-1	0	1	enable	Auto Detect
SERIAL DECODE OPTIONS	button	234	360	220	0	1	16777215	-1	0	1	enable	Lock Detected
SERIAL DECODE OPTIONS	button	466	360	150	0	1	16777215	-1	0	1	enable	Apply
SERIAL DECODE OPTIONS	button	628	360	150	0	1	16777215	-1	0	1	enable	Cancel
